paper_id,title,author,publication_year,published_venue,jel_codes,paper_url,treatment,outcome,sign,context,identification_methods,question,answer
28592,The Voice of Monetary Policy,"Yuriy Gorodnichenko, Tho Pham, Oleksandr Talavera",2021,american_economic_review,"E58, D84, G12, E31",https://www.nber.org/papers/w28592,Positive voice tone,Stock market volatility,-,"This paper analyzes U.S. Federal Open Market Committee (FOMC) meetings and press conferences from 2011 through June 2019 (67 meetings, 36 press conferences), using 692 Chair Q&A answers by Ben Bernanke, Janet Yellen, and Jerome Powell. It quantifies vocal emotions via a custom deep‑learning speech classifier and textual sentiment, and links variation in voice tone to daily financial market responses (equity, volatility, bond and corporate ETFs, inflation expectations, and exchange rates), controlling for identified intraday policy shocks and the shadow federal funds rate.",event studies; other time-series regressions,"# Role
You are an expert economist.

# Task
Given a context and a treatment–outcome pair, predict the most likely sign of the causal effect.

# Sign Definitions
- '+': The treatment increases the outcome (positive and statistically significant effect).
- '-': The treatment decreases the outcome (negative and statistically significant effect).
- 'None': No statistically significant effect.
- 'mixed': The effect varies across subgroups or specifications.

# Context
This paper analyzes U.S. Federal Open Market Committee (FOMC) meetings and press conferences from 2011 through June 2019 (67 meetings, 36 press conferences), using 692 Chair Q&A answers by Ben Bernanke, Janet Yellen, and Jerome Powell. It quantifies vocal emotions via a custom deep‑learning speech classifier and textual sentiment, and links variation in voice tone to daily financial market responses (equity, volatility, bond and corporate ETFs, inflation expectations, and exchange rates), controlling for identified intraday policy shocks and the shadow federal funds rate.

# Treatment–Outcome Pair
Treatment: Positive voice tone
Outcome: Stock market volatility

# Output Format
Respond with a JSON object containing:
- predicted_sign: ""+"", ""-"", ""None"", or ""mixed""
- reasoning: A concise explanation of your reasoning
",-
28592,The Voice of Monetary Policy,"Yuriy Gorodnichenko, Tho Pham, Oleksandr Talavera",2021,american_economic_review,"E58, D84, G12, E31",https://www.nber.org/papers/w28592,Forward guidance shock,Inflation expectations,-,"This paper analyzes U.S. Federal Open Market Committee (FOMC) meetings and press conferences from 2011 through June 2019 (67 meetings, 36 press conferences), using 692 Chair Q&A answers by Ben Bernanke, Janet Yellen, and Jerome Powell. It quantifies vocal emotions via a custom deep‑learning speech classifier and textual sentiment, and links variation in voice tone to daily financial market responses (equity, volatility, bond and corporate ETFs, inflation expectations, and exchange rates), controlling for identified intraday policy shocks and the shadow federal funds rate.",event studies; other time-series regressions,"# Role
You are an expert economist.

# Task
Given a context and a treatment–outcome pair, predict the most likely sign of the causal effect.

# Sign Definitions
- '+': The treatment increases the outcome (positive and statistically significant effect).
- '-': The treatment decreases the outcome (negative and statistically significant effect).
- 'None': No statistically significant effect.
- 'mixed': The effect varies across subgroups or specifications.

# Context
This paper analyzes U.S. Federal Open Market Committee (FOMC) meetings and press conferences from 2011 through June 2019 (67 meetings, 36 press conferences), using 692 Chair Q&A answers by Ben Bernanke, Janet Yellen, and Jerome Powell. It quantifies vocal emotions via a custom deep‑learning speech classifier and textual sentiment, and links variation in voice tone to daily financial market responses (equity, volatility, bond and corporate ETFs, inflation expectations, and exchange rates), controlling for identified intraday policy shocks and the shadow federal funds rate.

# Treatment–Outcome Pair
Treatment: Forward guidance shock
Outcome: Inflation expectations

# Output Format
Respond with a JSON object containing:
- predicted_sign: ""+"", ""-"", ""None"", or ""mixed""
- reasoning: A concise explanation of your reasoning
",-
28600,Misdemeanor Prosecution,"Amanda Y. Agan, Jennifer L. Doleac, Anna Harvey",2021,quarterly_journal_of_economics,"K14, K4",https://www.nber.org/papers/w28600,Increased ADA nonprosecution leniency,Time to disposition,-,"This paper studies causal effects of prosecuting nonviolent misdemeanor complaints in Suffolk County, Massachusetts (including Boston, Chelsea, Revere, Winthrop) using DA office administrative records from 2004–2018 (with criminal histories back to 2000 and follow-up through 2020). The unit is individual nonviolent misdemeanor complaints/defendants arraigned in nine municipal/district courts; treatment is whether the arraigning ADA advances the complaint to prosecution (creating a DCJIS record). The analysis exploits as-if random assignment to ADAs and a later DA policy shift toward presumptive nonprosecution, measuring subsequent criminal complaints over two to six years.",IV; event studies; DiD; others,"# Role
You are an expert economist.

# Task
Given a context and a treatment–outcome pair, predict the most likely sign of the causal effect.

# Sign Definitions
- '+': The treatment increases the outcome (positive and statistically significant effect).
- '-': The treatment decreases the outcome (negative and statistically significant effect).
- 'None': No statistically significant effect.
- 'mixed': The effect varies across subgroups or specifications.

# Context
This paper studies causal effects of prosecuting nonviolent misdemeanor complaints in Suffolk County, Massachusetts (including Boston, Chelsea, Revere, Winthrop) using DA office administrative records from 2004–2018 (with criminal histories back to 2000 and follow-up through 2020). The unit is individual nonviolent misdemeanor complaints/defendants arraigned in nine municipal/district courts; treatment is whether the arraigning ADA advances the complaint to prosecution (creating a DCJIS record). The analysis exploits as-if random assignment to ADAs and a later DA policy shift toward presumptive nonprosecution, measuring subsequent criminal complaints over two to six years.

# Treatment–Outcome Pair
Treatment: Increased ADA nonprosecution leniency
Outcome: Time to disposition

# Output Format
Respond with a JSON object containing:
- predicted_sign: ""+"", ""-"", ""None"", or ""mixed""
- reasoning: A concise explanation of your reasoning
",-
28605,Career Spillovers in Internal Labor Markets,"Nicola Bianchi, Giulia Bovini, Jin Li, Matteo Paradisi, Michael L. Powell",2021,review_of_economic_studies,"J31, J26, M51, M52, J21",https://www.nber.org/papers/w28605,Retirement delays among senior workers,Layoffs (involuntary turnover),+,"This paper studies causal effects of Italy’s 2011 Fornero pension reform (implemented Dec 2011) using matched employer–employee and full pension-contribution records for private-sector firms (10–200 employees) over 2009–2015. Units are firms and individual workers, with focus on workers “close-to-retirement” (would have been eligible by end-2014 under pre-reform rules). The reform unexpectedly raised retirement-eligibility ages with limited grandfathering, creating heterogeneous retirement delays by age, gender, and contribution history that the authors exploit to study impacts on coworkers’ wage growth, promotions, hiring, and layoffs.",DiD; event studies; other panel regressions,"# Role
You are an expert economist.

# Task
Given a context and a treatment–outcome pair, predict the most likely sign of the causal effect.

# Sign Definitions
- '+': The treatment increases the outcome (positive and statistically significant effect).
- '-': The treatment decreases the outcome (negative and statistically significant effect).
- 'None': No statistically significant effect.
- 'mixed': The effect varies across subgroups or specifications.

# Context
This paper studies causal effects of Italy’s 2011 Fornero pension reform (implemented Dec 2011) using matched employer–employee and full pension-contribution records for private-sector firms (10–200 employees) over 2009–2015. Units are firms and individual workers, with focus on workers “close-to-retirement” (would have been eligible by end-2014 under pre-reform rules). The reform unexpectedly raised retirement-eligibility ages with limited grandfathering, creating heterogeneous retirement delays by age, gender, and contribution history that the authors exploit to study impacts on coworkers’ wage growth, promotions, hiring, and layoffs.

# Treatment–Outcome Pair
Treatment: Retirement delays among senior workers
Outcome: Layoffs (involuntary turnover)

# Output Format
Respond with a JSON object containing:
- predicted_sign: ""+"", ""-"", ""None"", or ""mixed""
- reasoning: A concise explanation of your reasoning
",+
28625,The Effect of Macroeconomic Uncertainty on Household Spending,"Olivier Coibion, Dimitris Georgarakos, Yuriy Gorodnichenko, Geoff Kenny, Michael Weber",2021,american_economic_review,"E5, E21, E3, E4",https://www.nber.org/papers/w28625,Higher macroeconomic uncertainty,Household personal income uncertainty,+,"This paper uses a randomized information treatment embedded in the ECB Consumer Expectations Survey in September 2020 (follow-ups in October 2020 and January 2021) across the six largest euro‑area countries (Belgium, France, Germany, Italy, the Netherlands, Spain) to study causal effects of perceived macroeconomic uncertainty on household behavior. The unit of observation is representative households (≈10,000 respondents per wave). Treatments conveyed professional forecasts and forecaster disagreement about euro‑area (or country) GDP growth to induce exogenous variation in beliefs; outcomes include monthly non‑durable spending, durable purchases, and portfolio allocations.",RCT; IV; other panel regressions,"# Role
You are an expert economist.

# Task
Given a context and a treatment–outcome pair, predict the most likely sign of the causal effect.

# Sign Definitions
- '+': The treatment increases the outcome (positive and statistically significant effect).
- '-': The treatment decreases the outcome (negative and statistically significant effect).
- 'None': No statistically significant effect.
- 'mixed': The effect varies across subgroups or specifications.

# Context
This paper uses a randomized information treatment embedded in the ECB Consumer Expectations Survey in September 2020 (follow-ups in October 2020 and January 2021) across the six largest euro‑area countries (Belgium, France, Germany, Italy, the Netherlands, Spain) to study causal effects of perceived macroeconomic uncertainty on household behavior. The unit of observation is representative households (≈10,000 respondents per wave). Treatments conveyed professional forecasts and forecaster disagreement about euro‑area (or country) GDP growth to induce exogenous variation in beliefs; outcomes include monthly non‑durable spending, durable purchases, and portfolio allocations.

# Treatment–Outcome Pair
Treatment: Higher macroeconomic uncertainty
Outcome: Household personal income uncertainty

# Output Format
Respond with a JSON object containing:
- predicted_sign: ""+"", ""-"", ""None"", or ""mixed""
- reasoning: A concise explanation of your reasoning
",+
28667,Web of Power: How Elite Networks Shaped War and Politics in China,"Ying Bai, Ruixue Jia, Jiaojiao Yang",2021,quarterly_journal_of_economics,"N45, D74, L14, O11, H11",https://www.nber.org/papers/w28667,Elite networks in Hunan,Exam quotas and number of Jinshi,+,"This paper studies China during 1820–1910 focusing on the Taiping Rebellion (1850–1864) and Zeng Guofan’s mobilization of the Hunan Army. Using county-level data (75 Hunan counties and a national sample of 1,646 counties), it links pre-war elite networks (provincial/national exam and kinship ties) to soldier deaths during 1850–1864 and to post-war national-level office holdings, exploiting Civil Service Exam institutions and archival gazetteers to measure networks, mobilization, and elite power redistribution.",DiD; event studies; IV; other panel regressions,"# Role
You are an expert economist.

# Task
Given a context and a treatment–outcome pair, predict the most likely sign of the causal effect.

# Sign Definitions
- '+': The treatment increases the outcome (positive and statistically significant effect).
- '-': The treatment decreases the outcome (negative and statistically significant effect).
- 'None': No statistically significant effect.
- 'mixed': The effect varies across subgroups or specifications.

# Context
This paper studies China during 1820–1910 focusing on the Taiping Rebellion (1850–1864) and Zeng Guofan’s mobilization of the Hunan Army. Using county-level data (75 Hunan counties and a national sample of 1,646 counties), it links pre-war elite networks (provincial/national exam and kinship ties) to soldier deaths during 1850–1864 and to post-war national-level office holdings, exploiting Civil Service Exam institutions and archival gazetteers to measure networks, mobilization, and elite power redistribution.

# Treatment–Outcome Pair
Treatment: Elite networks in Hunan
Outcome: Exam quotas and number of Jinshi

# Output Format
Respond with a JSON object containing:
- predicted_sign: ""+"", ""-"", ""None"", or ""mixed""
- reasoning: A concise explanation of your reasoning
",+
28831,Earnings Inequality and the Minimum Wage: Evidence from Brazil,"Niklas Engbom, Christian Moser",2021,american_economic_review,"J38, E61, J31, E64, E25, E24",https://www.nber.org/papers/w28831,Minimum wage increase,Probability of remaining employed,+,"This paper studies Brazil’s labor market and wage inequality over 1985–2014 with a focus on 1996–2012, using administrative linked employer–employee data (RAIS) and household surveys (PNAD, PME). Units include male workers aged 18–54, firms, and state-year aggregates. The institutional setting is Brazil’s federal minimum wage, which rose sharply from 1996 to 2012 and applied uniformly across states but varied in effective bindingness by local wage distributions. Analyses combine firm-worker decompositions, cross-state panel regressions, and a structural equilibrium model.",IV; other panel regressions; others,"# Role
You are an expert economist.

# Task
Given a context and a treatment–outcome pair, predict the most likely sign of the causal effect.

# Sign Definitions
- '+': The treatment increases the outcome (positive and statistically significant effect).
- '-': The treatment decreases the outcome (negative and statistically significant effect).
- 'None': No statistically significant effect.
- 'mixed': The effect varies across subgroups or specifications.

# Context
This paper studies Brazil’s labor market and wage inequality over 1985–2014 with a focus on 1996–2012, using administrative linked employer–employee data (RAIS) and household surveys (PNAD, PME). Units include male workers aged 18–54, firms, and state-year aggregates. The institutional setting is Brazil’s federal minimum wage, which rose sharply from 1996 to 2012 and applied uniformly across states but varied in effective bindingness by local wage distributions. Analyses combine firm-worker decompositions, cross-state panel regressions, and a structural equilibrium model.

# Treatment–Outcome Pair
Treatment: Minimum wage increase
Outcome: Probability of remaining employed

# Output Format
Respond with a JSON object containing:
- predicted_sign: ""+"", ""-"", ""None"", or ""mixed""
- reasoning: A concise explanation of your reasoning
",+
28833,The Dynamics and Spillovers of Management Interventions: Evidence from the Training Within Industry Program,"Nicola Bianchi, Michela Giorcelli",2021,journal_of_political_economy,"N34, O15, J24, O32, M5, L2, O33, N64, M2",https://www.nber.org/papers/w28833,Job-Relations (J-R) training,Worker strikes,-,"This paper studies the causal impact of the U.S. Training Within Industry (TWI) program—a government-funded in-plant management training initiative delivered largely 1940–1945—on firm performance and spillovers. It uses a newly assembled panel of 11,575 U.S. war-contractor applicant firms (1935–1955 financials), primarily large manufacturers (covering ~40% of 1939 manufacturing employment), exploiting voluntary application windows, decentralized subdistrict implementation, and variation in instructor assignment. Eligibility required an active war contract; outcomes are firm-level sales, TFP, profitability, managerial practices, and supply-chain links.",DiD; event studies; IV; PSM; other panel regressions,"# Role
You are an expert economist.

# Task
Given a context and a treatment–outcome pair, predict the most likely sign of the causal effect.

# Sign Definitions
- '+': The treatment increases the outcome (positive and statistically significant effect).
- '-': The treatment decreases the outcome (negative and statistically significant effect).
- 'None': No statistically significant effect.
- 'mixed': The effect varies across subgroups or specifications.

# Context
This paper studies the causal impact of the U.S. Training Within Industry (TWI) program—a government-funded in-plant management training initiative delivered largely 1940–1945—on firm performance and spillovers. It uses a newly assembled panel of 11,575 U.S. war-contractor applicant firms (1935–1955 financials), primarily large manufacturers (covering ~40% of 1939 manufacturing employment), exploiting voluntary application windows, decentralized subdistrict implementation, and variation in instructor assignment. Eligibility required an active war contract; outcomes are firm-level sales, TFP, profitability, managerial practices, and supply-chain links.

# Treatment–Outcome Pair
Treatment: Job-Relations (J-R) training
Outcome: Worker strikes

# Output Format
Respond with a JSON object containing:
- predicted_sign: ""+"", ""-"", ""None"", or ""mixed""
- reasoning: A concise explanation of your reasoning
",-
28902,Using the Retail Distribution of Sellers to Impute Expenditures Shares,"Alexis Antoniades, Robert C. Feenstra, Mingzhi Xu",2021,american_economic_review,"E01, C81, E31",https://www.nber.org/papers/w28902,Using imputed weights from retail distribution,Bias in international price comparisons,-,"This triplet refers to a simulation of the 2011 World Bank ICP exercise using Nielsen scanner data on FMCGs (Jan 2006–Dec 2011) for six GCC countries. The authors match 13 ICP product definitions (2,069 barcodes), simulate auditing n=10/20/50 outlets per country, and estimate CPD regressions ln(p_ic)=alpha_c+beta_i to obtain PPPs. They compare PPPs computed with actual expenditure weights, with no weights, and with weights imputed from numeric (ND) and weighted (WD) retail distributions.",other panel regressions; other cross-sectional regressions; others,"# Role
You are an expert economist.

# Task
Given a context and a treatment–outcome pair, predict the most likely sign of the causal effect.

# Sign Definitions
- '+': The treatment increases the outcome (positive and statistically significant effect).
- '-': The treatment decreases the outcome (negative and statistically significant effect).
- 'None': No statistically significant effect.
- 'mixed': The effect varies across subgroups or specifications.

# Context
This triplet refers to a simulation of the 2011 World Bank ICP exercise using Nielsen scanner data on FMCGs (Jan 2006–Dec 2011) for six GCC countries. The authors match 13 ICP product definitions (2,069 barcodes), simulate auditing n=10/20/50 outlets per country, and estimate CPD regressions ln(p_ic)=alpha_c+beta_i to obtain PPPs. They compare PPPs computed with actual expenditure weights, with no weights, and with weights imputed from numeric (ND) and weighted (WD) retail distributions.

# Treatment–Outcome Pair
Treatment: Using imputed weights from retail distribution
Outcome: Bias in international price comparisons

# Output Format
Respond with a JSON object containing:
- predicted_sign: ""+"", ""-"", ""None"", or ""mixed""
- reasoning: A concise explanation of your reasoning
",-
28928,Achieving Scale Collectively,"Vittorio Bassi, Raffaela Muoio, Tommaso Porzio, Ritwika Sen, Esau Tugume",2021,econometrica,"O1, E0",https://www.nber.org/papers/w28928,Eliminating rental transaction costs,Output,+,"Using a representative firm survey conducted late 2018–early 2019 in urban and semi‑urban Uganda (Central, Western, Eastern regions), the paper studies roughly 1,115 manufacturing firms—focused on carpentry, metal fabrication and grain milling—collecting machine‑level, worker and production‑step data. It examines how informal spatial clusters and an active inter‑firm rental market for large machines, subject to transportation and time transaction costs, shape mechanization, productivity, and the effectiveness of policies (e.g., machine subsidies) by combining micro regressions with a structural equilibrium model.",other cross-sectional regressions; others,"# Role
You are an expert economist.

# Task
Given a context and a treatment–outcome pair, predict the most likely sign of the causal effect.

# Sign Definitions
- '+': The treatment increases the outcome (positive and statistically significant effect).
- '-': The treatment decreases the outcome (negative and statistically significant effect).
- 'None': No statistically significant effect.
- 'mixed': The effect varies across subgroups or specifications.

# Context
Using a representative firm survey conducted late 2018–early 2019 in urban and semi‑urban Uganda (Central, Western, Eastern regions), the paper studies roughly 1,115 manufacturing firms—focused on carpentry, metal fabrication and grain milling—collecting machine‑level, worker and production‑step data. It examines how informal spatial clusters and an active inter‑firm rental market for large machines, subject to transportation and time transaction costs, shape mechanization, productivity, and the effectiveness of policies (e.g., machine subsidies) by combining micro regressions with a structural equilibrium model.

# Treatment–Outcome Pair
Treatment: Eliminating rental transaction costs
Outcome: Output

# Output Format
Respond with a JSON object containing:
- predicted_sign: ""+"", ""-"", ""None"", or ""mixed""
- reasoning: A concise explanation of your reasoning
",+
28965,Racial Diversity and Racial Policy Preferences: The Great Migration and Civil Rights,"Alvaro Calderon, Vasiliki Fouka, Marco Tabellini",2021,review_of_economic_studies,"N92, D72, J15",https://www.nber.org/papers/w28965,Black in-migration,Legislative polarization on racial issues,+,"The paper examines the political effects of the Second Great Migration (circa 1940–1970) in the United States, focusing on non‑southern counties and congressional districts as units of analysis. It studies how northward and westward inflows of Black migrants from southern states reshaped local electorates, grassroots civil‑rights activism, media attention to southern racial violence, and legislators’ race‑related behavior during the era that produced the 1964–65 Civil and Voting Rights Acts. Key institutional context includes southern disenfranchisement, northern voting rights, and labor‑union dynamics.",IV; event studies; other panel regressions; other cross-sectional regressions,"# Role
You are an expert economist.

# Task
Given a context and a treatment–outcome pair, predict the most likely sign of the causal effect.

# Sign Definitions
- '+': The treatment increases the outcome (positive and statistically significant effect).
- '-': The treatment decreases the outcome (negative and statistically significant effect).
- 'None': No statistically significant effect.
- 'mixed': The effect varies across subgroups or specifications.

# Context
The paper examines the political effects of the Second Great Migration (circa 1940–1970) in the United States, focusing on non‑southern counties and congressional districts as units of analysis. It studies how northward and westward inflows of Black migrants from southern states reshaped local electorates, grassroots civil‑rights activism, media attention to southern racial violence, and legislators’ race‑related behavior during the era that produced the 1964–65 Civil and Voting Rights Acts. Key institutional context includes southern disenfranchisement, northern voting rights, and labor‑union dynamics.

# Treatment–Outcome Pair
Treatment: Black in-migration
Outcome: Legislative polarization on racial issues

# Output Format
Respond with a JSON object containing:
- predicted_sign: ""+"", ""-"", ""None"", or ""mixed""
- reasoning: A concise explanation of your reasoning
",+
29022,Task-Based Discrimination,"Erik Hurst, Yona Rubinstein, Kazuatsu Shimizu",2021,american_economic_review,"J24, J7",https://www.nber.org/papers/w29022,Declining taste-based discrimination,Racial gap in Contact tasks,-,"This paper studies the evolution of the Black–White male wage gap in the United States from 1960 through 2018, using decennial Censuses, ACS microdata, DOT/O*NET occupational task measures and NLSY cohorts. Units are individual (prime-age, native-born) men, occupations and tasks, with regional comparisons (e.g., South vs other regions). The institutional background includes post–Civil Rights-era labor markets, changing returns to task bundles (Abstract, Routine, Manual, Contact), and mechanisms of taste-based and statistical discrimination; the authors combine reduced-form regressions with structural task-based sorting estimation.",other cross-sectional regressions; other panel regressions; other time-series regressions; others,"# Role
You are an expert economist.

# Task
Given a context and a treatment–outcome pair, predict the most likely sign of the causal effect.

# Sign Definitions
- '+': The treatment increases the outcome (positive and statistically significant effect).
- '-': The treatment decreases the outcome (negative and statistically significant effect).
- 'None': No statistically significant effect.
- 'mixed': The effect varies across subgroups or specifications.

# Context
This paper studies the evolution of the Black–White male wage gap in the United States from 1960 through 2018, using decennial Censuses, ACS microdata, DOT/O*NET occupational task measures and NLSY cohorts. Units are individual (prime-age, native-born) men, occupations and tasks, with regional comparisons (e.g., South vs other regions). The institutional background includes post–Civil Rights-era labor markets, changing returns to task bundles (Abstract, Routine, Manual, Contact), and mechanisms of taste-based and statistical discrimination; the authors combine reduced-form regressions with structural task-based sorting estimation.

# Treatment–Outcome Pair
Treatment: Declining taste-based discrimination
Outcome: Racial gap in Contact tasks

# Output Format
Respond with a JSON object containing:
- predicted_sign: ""+"", ""-"", ""None"", or ""mixed""
- reasoning: A concise explanation of your reasoning
",-
29049,The Damages and Distortions from Discrimination in the Rental Housing Market,"Peter Christensen, Christopher Timmins",2021,quarterly_journal_of_economics,"Q53, Q51, R31",https://www.nber.org/papers/w29049,Discriminatory search constraints,Renter welfare (equivalent income),-,"This paper combines a large-scale randomized correspondence field experiment on a major online rental platform in five U.S. MSAs (Atlanta, Houston, Philadelphia, Cleveland, San Jose) with residential-location data (InfoUSA) on renter moves (2016–2018). Units are three-bedroom, two-bath rental listings, property managers, and renter households (African American, Hispanic/LatinX, white). The study integrates experimentally measured response probabilities across census tracts into a structural residential sorting model to estimate welfare damages, search costs, and willingness-to-pay distortions from rental-market discrimination.",RCT; other cross-sectional regressions; others,"# Role
You are an expert economist.

# Task
Given a context and a treatment–outcome pair, predict the most likely sign of the causal effect.

# Sign Definitions
- '+': The treatment increases the outcome (positive and statistically significant effect).
- '-': The treatment decreases the outcome (negative and statistically significant effect).
- 'None': No statistically significant effect.
- 'mixed': The effect varies across subgroups or specifications.

# Context
This paper combines a large-scale randomized correspondence field experiment on a major online rental platform in five U.S. MSAs (Atlanta, Houston, Philadelphia, Cleveland, San Jose) with residential-location data (InfoUSA) on renter moves (2016–2018). Units are three-bedroom, two-bath rental listings, property managers, and renter households (African American, Hispanic/LatinX, white). The study integrates experimentally measured response probabilities across census tracts into a structural residential sorting model to estimate welfare damages, search costs, and willingness-to-pay distortions from rental-market discrimination.

# Treatment–Outcome Pair
Treatment: Discriminatory search constraints
Outcome: Renter welfare (equivalent income)

# Output Format
Respond with a JSON object containing:
- predicted_sign: ""+"", ""-"", ""None"", or ""mixed""
- reasoning: A concise explanation of your reasoning
",-
29052,A Signal to End Child Marriage: Theory and Experimental Evidence from Bangladesh,"Nina Buchmann, Erica M. Field, Rachel Glennerster, Shahana Nazneen, Xiao Yu Wang",2021,american_economic_review,"D03, O1, D9",https://www.nber.org/papers/w29052,Conditional incentive to delay marriage,Dowry payments,,"This paper evaluates a clustered randomized trial (2007–2017) in 460 rural communities across six sub-districts in south-central Bangladesh, studying unmarried adolescent girls aged 15–17 (and their households/communities). It tests a conditional financial incentive (cooking-oil transfers, Apr 2008–Aug 2010) to delay marriage until age 18 and a parallel adolescent empowerment curriculum (Kishoree Kontha). The setting features arranged marriages, extensive dowry/denmeher practices, and follow-up household/census surveys up to 4.5 years after program completion.",RCT,"# Role
You are an expert economist.

# Task
Given a context and a treatment–outcome pair, predict the most likely sign of the causal effect.

# Sign Definitions
- '+': The treatment increases the outcome (positive and statistically significant effect).
- '-': The treatment decreases the outcome (negative and statistically significant effect).
- 'None': No statistically significant effect.
- 'mixed': The effect varies across subgroups or specifications.

# Context
This paper evaluates a clustered randomized trial (2007–2017) in 460 rural communities across six sub-districts in south-central Bangladesh, studying unmarried adolescent girls aged 15–17 (and their households/communities). It tests a conditional financial incentive (cooking-oil transfers, Apr 2008–Aug 2010) to delay marriage until age 18 and a parallel adolescent empowerment curriculum (Kishoree Kontha). The setting features arranged marriages, extensive dowry/denmeher practices, and follow-up household/census surveys up to 4.5 years after program completion.

# Treatment–Outcome Pair
Treatment: Conditional incentive to delay marriage
Outcome: Dowry payments

# Output Format
Respond with a JSON object containing:
- predicted_sign: ""+"", ""-"", ""None"", or ""mixed""
- reasoning: A concise explanation of your reasoning
",
29123,What We Teach About Race and Gender: Representation in Images and Text of Children’s Books,"Anjali Adukia, Alex Eble, Emileigh Harrison, Hakizumwami Birali Runesha, Teodora Szasz",2021,quarterly_journal_of_economics,"J15, J16, Z1, I24, I21",https://www.nber.org/papers/w29123,Centering non-dominant identities,Book prices,+,"This paper empirically examines representation in U.S. award-winning children’s books from the 1920s through 2019 by converting images and text into data. It combines book- and character-level content measures from 1,130 digitized books with institutional transaction data: Seattle Public Library daily checkouts (2005–2017), Numerator OmniPanel book purchases (2017–2020), Google Trends, and neighborhood political survey links (CCES). Units of analysis include pictured faces, named characters, books, purchasers, and library branches, with award announcements and publishing/market forces as key institutional context.",event studies; other panel regressions; other cross-sectional regressions,"# Role
You are an expert economist.

# Task
Given a context and a treatment–outcome pair, predict the most likely sign of the causal effect.

# Sign Definitions
- '+': The treatment increases the outcome (positive and statistically significant effect).
- '-': The treatment decreases the outcome (negative and statistically significant effect).
- 'None': No statistically significant effect.
- 'mixed': The effect varies across subgroups or specifications.

# Context
This paper empirically examines representation in U.S. award-winning children’s books from the 1920s through 2019 by converting images and text into data. It combines book- and character-level content measures from 1,130 digitized books with institutional transaction data: Seattle Public Library daily checkouts (2005–2017), Numerator OmniPanel book purchases (2017–2020), Google Trends, and neighborhood political survey links (CCES). Units of analysis include pictured faces, named characters, books, purchasers, and library branches, with award announcements and publishing/market forces as key institutional context.

# Treatment–Outcome Pair
Treatment: Centering non-dominant identities
Outcome: Book prices

# Output Format
Respond with a JSON object containing:
- predicted_sign: ""+"", ""-"", ""None"", or ""mixed""
- reasoning: A concise explanation of your reasoning
",+
29269,The Geography of Unemployment,Adrien Bilal,2021,quarterly_journal_of_economics,"E24, R23, J63, J61, H21, E60, E20, F16, J42, R13, J64",https://www.nber.org/papers/w29269,Optimal corporate tax credit (profit subsidy),Aggregate welfare,+,"This paper analyzes French matched employer–employee administrative data (DADS) merged with the French Labor Force Survey for 1997–2007, with robustness checks using the CPS in the United States. Units include individual male workers (age 30–52), establishments/firms and 328 commuting-zone local labor markets. The setting emphasizes housing constraints, search frictions, and place-based policies (e.g., French Zones Franches Urbaines). The author combines panel flow decompositions with structural equilibrium estimation to identify employers’ role in spatial unemployment and to simulate policy counterfactuals.",other panel regressions; other cross-sectional regressions; others,"# Role
You are an expert economist.

# Task
Given a context and a treatment–outcome pair, predict the most likely sign of the causal effect.

# Sign Definitions
- '+': The treatment increases the outcome (positive and statistically significant effect).
- '-': The treatment decreases the outcome (negative and statistically significant effect).
- 'None': No statistically significant effect.
- 'mixed': The effect varies across subgroups or specifications.

# Context
This paper analyzes French matched employer–employee administrative data (DADS) merged with the French Labor Force Survey for 1997–2007, with robustness checks using the CPS in the United States. Units include individual male workers (age 30–52), establishments/firms and 328 commuting-zone local labor markets. The setting emphasizes housing constraints, search frictions, and place-based policies (e.g., French Zones Franches Urbaines). The author combines panel flow decompositions with structural equilibrium estimation to identify employers’ role in spatial unemployment and to simulate policy counterfactuals.

# Treatment–Outcome Pair
Treatment: Optimal corporate tax credit (profit subsidy)
Outcome: Aggregate welfare

# Output Format
Respond with a JSON object containing:
- predicted_sign: ""+"", ""-"", ""None"", or ""mixed""
- reasoning: A concise explanation of your reasoning
",+
